BGC Name	BiGSCAPE GCF	Genome Name	Taxonomy	BGC Type	Study source	Peripla_BP_2 (Y/N)	FecCD (Y/N)	Tonb_dep_Rec (Y/N)
dasN2_031_000G1_concoct_24-c00002_N2_031_...region001	1973	dasN2_031_000G1_concoct_24	Klebsiella	NRPS	Infant	1	1	1
SRS344898_3-001	1973	SRS344898_3	Klebsiella	nrps	Adult	1	1	1
SRS371880_4-003	1973	SRS371880_4	Klebsiella	nrps	Adult	1	1	1
dasN4_139_027G1_maxbin2.maxbin.006.fasta-c00001_N4_139_...region001	1973	dasN4_139_027G1_maxbin2.maxbin.006.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS290837_4-003	2046	SRS290837_4	Klebsiella	nrps	Adult	1	1	1
SRS290838_6-001	1973	SRS290838_6	Klebsiella	nrps	Adult	0	1	1
ERS608516_36-001	1941	ERS608516_36	Klebsiella	nrps	Adult	1	1	0
SRS294824_31-001	2046	SRS294824_31	Klebsiella	nrps	Adult	1	1	1
dasN4_087_026G1_maxbin2.maxbin.009.fasta-c00012_N4_087_...region001	1973	dasN4_087_026G1_maxbin2.maxbin.009.fasta	Klebsiella	NRPS	Infant	1	1	1
ERS537352_15-001	1973	ERS537352_15	Klebsiella	nrps	Adult	1	1	1
SRS372618_6-003	1973	SRS372618_6	Klebsiella	nrps	Adult	1	1	1
SRS335546_3-002	2046	SRS335546_3	Klebsiella	nrps	Adult	1	1	1
SRS414178_3-001	1973	SRS414178_3	Klebsiella	nrps	Adult	1	1	1
SRS1735554_4-002	1973	SRS1735554_4	Klebsiella	nrps	Adult	1	1	1
SRS255839_15-001	2046	SRS255839_15	Klebsiella	nrps	Adult	1	1	1
SRS476213_61-003	1973	SRS476213_61	Klebsiella	nrps	Adult	1	1	1
dasN5_247_007G1_abawaca.3.fasta-c00005_N5_247_...region001	1973	dasN5_247_007G1_abawaca.3.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS372537_1-002	2046	SRS372537_1	Klebsiella	nrps	Adult	1	1	1
dasN4_089_027G1_maxbin2.maxbin.001.fasta-c00010_N4_089_...region001	1973	dasN4_089_027G1_maxbin2.maxbin.001.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS414214_2-006	1973	SRS414214_2	Klebsiella	nrps	Adult	1	1	1
dasN5_258_006G2_maxbin2.maxbin.001.fasta-c00005_N5_258_...region001	1973	dasN5_258_006G2_maxbin2.maxbin.001.fasta	Klebsiella	NRPS	Infant	1	1	1
dasN4_152_014G1_maxbin2.maxbin.007.fasta-c00050_N4_152_...region001	2046	dasN4_152_014G1_maxbin2.maxbin.007.fasta	Klebsiella	NRPS	Infant	1	1	1
dasN5_269_025G1_maxbin2.maxbin.004.fasta-c00172_N5_269_...region001	2964	dasN5_269_025G1_maxbin2.maxbin.004.fasta	Klebsiella	NRPS	Infant	1	1	0
SRS1170742_13-001	1973	SRS1170742_13	Klebsiella	nrps	Adult	1	1	1
SRS335571_1-002	1973	SRS335571_1	Klebsiella	nrps	Adult	1	1	1
SRS373122_1-001	1973	SRS373122_1	Klebsiella	nrps	Adult	1	1	1
dasN1_023_015G1_concoct_3-c00025_b023-d0...region001	2046	dasN1_023_015G1_concoct_3	Klebsiella	NRPS	Infant	1	1	1
dasS2_015_012G1_concoct_22-c00012_1512A08...region001	1973	dasS2_015_012G1_concoct_22	Klebsiella	NRPS	Infant	1	1	1
SRS371435_2-002	1973	SRS371435_2	Klebsiella	nrps	Adult	0	1	1
SRS1735597_3-001	1973	SRS1735597_3	Klebsiella	nrps	Adult	1	1	1
SRS414142_2-005	1973	SRS414142_2	Klebsiella	nrps	Adult	1	1	1
SRS1735510_6-002	1695	SRS1735510_6	Klebsiella	other	Adult	1	1	0
ERS608519_40-001	1973	ERS608519_40	Klebsiella	nrps	Adult	1	1	1
SRS294982_4-001	2046	SRS294982_4	Klebsiella	nrps	Adult	0	1	1
SRS372591_4-001	2046	SRS372591_4	Klebsiella	nrps	Adult	1	1	1
dasS2_014_026G1_maxbin2.maxbin.001.fasta-c00026_JBBB007...region001	2046	dasS2_014_026G1_maxbin2.maxbin.001.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS371847_2-001	1973	SRS371847_2	Klebsiella	nrps	Adult	1	1	1
SRS294874_9-001	2046	SRS294874_9	Klebsiella	nrps	Adult	1	1	1
ERS537362_61-003	2046	ERS537362_61	Klebsiella	nrps	Adult	0	1	1
ERS537384_24-001	1973	ERS537384_24	Klebsiella	nrps	Adult	1	1	1
SRS000989_5-002	1973	SRS000989_5	Klebsiella	nrps	Adult	1	1	1
dasN4_213_006G1_concoct_0-c00006_N4_213_...region001	2815	dasN4_213_006G1_concoct_0	Klebsiella	thiopeptide	Infant	1	1	1
dasN3_174_034G1_concoct_17-c00040_174_005...region001	1973	dasN3_174_034G1_concoct_17	Klebsiella	NRPS	Infant	1	1	1
dasN4_115_030G1_maxbin2.maxbin.001.fasta-c00010_N4_115_...region001	2046	dasN4_115_030G1_maxbin2.maxbin.001.fasta	Klebsiella	NRPS	Infant	1	1	1
SRS344874_1-003	1973	SRS344874_1	Klebsiella	nrps	Adult	1	1	1
dasN4_094_023G1_concoct_8-c00050_N4_094_...region001	1628	dasN4_094_023G1_concoct_8	Klebsiella_A	NRPS	Infant	0	1	1
dasN1_019_023G1_maxbin2.maxbin.002.fasta-c00015_b019-d0...region001	1790	dasN1_019_023G1_maxbin2.maxbin.002.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS371401_2-003	1628	SRS371401_2	Klebsiella_A	nrps	Adult	0	1	1
dasN5_274_033G1_concoct_2-c00037_N5_274_...region001	1628	dasN5_274_033G1_concoct_2	Klebsiella_A	NRPS	Infant	0	1	1
ERS396302_18-002	1628	ERS396302_18	Klebsiella_A	nrps	Adult	1	1	0
dasN5_234_028G1_abawaca.5.fasta-c00026_N5_234_...region001	1628	dasN5_234_028G1_abawaca.5.fasta	Klebsiella_A	NRPS	Infant	0	1	1
dasN4_167_027G1_maxbin2.maxbin.009.fasta-c00043_N4_167_...region001	1628	dasN4_167_027G1_maxbin2.maxbin.009.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS372561_2-004	1628	SRS372561_2	Klebsiella_A	nrps	Adult	0	1	1
ERS608619_8-003	1973	ERS608619_8	Klebsiella_A	nrps	Adult	0	1	1
dasN5_255_063G1_maxbin2.maxbin.002.fasta-c00103_N5_255_...region001	1628	dasN5_255_063G1_maxbin2.maxbin.002.fasta	Klebsiella_A	NRPS	Infant	1	1	0
dasN4_154_009G1_maxbin2.maxbin.001.fasta-c00005_N4_154_...region001	2734	dasN4_154_009G1_maxbin2.maxbin.001.fasta	Klebsiella_A	thiopeptide	Infant	1	1	1
dasN4_179_018G1_concoct_11-c00003_N4_179_...region001	1628	dasN4_179_018G1_concoct_11	Klebsiella_A	NRPS	Infant	0	1	1
dasS2_010_008G1_maxbin2.maxbin.001.fasta-c00031_1008A06...region001	1628	dasS2_010_008G1_maxbin2.maxbin.001.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS373028_7-003	1628	SRS373028_7	Klebsiella_A	nrps	Adult	0	1	1
dasN4_128_010G1_concoct_11-c00006_N4_128_...region001	1628	dasN4_128_010G1_concoct_11	Klebsiella_A	NRPS	Infant	1	1	1
SRS372692_2-002	1628	SRS372692_2	Klebsiella_A	nrps	Adult	0	1	1
SRS344843_5-002	1628	SRS344843_5	Klebsiella_A	nrps	Adult	0	1	1
dasN4_114_015G1_maxbin2.maxbin.003.fasta-c00002_N4_114_...region001	1628	dasN4_114_015G1_maxbin2.maxbin.003.fasta	Klebsiella_A	NRPS	Infant	1	1	1
SRS372644_2-001	1628	SRS372644_2	Klebsiella_A	nrps	Adult	0	1	1
dasN1_021_018G1_maxbin2.maxbin.003.fasta-c00029_b021-d0...region001	1790	dasN1_021_018G1_maxbin2.maxbin.003.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS371896_3-001	1790	SRS371896_3	Klebsiella_A	nrps	Adult	0	1	1
SRS372734_8-007	1628	SRS372734_8	Klebsiella_A	nrps	Adult	0	1	1
dasN1_023_013G1_concoct_10-c00018_b023-d0...region001	1790	dasN1_023_013G1_concoct_10	Klebsiella_A	NRPS	Infant	0	1	1
dasN5_253_085G1_maxbin2.maxbin.004.fasta-c00041_N5_253_...region001	1628	dasN5_253_085G1_maxbin2.maxbin.004.fasta	Klebsiella_A	NRPS	Infant	0	1	1
dasS2_010_017G1_abawaca.28.fasta-c00041_1017A06...region001	1628	dasS2_010_017G1_abawaca.28.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS372949_5-004	1790	SRS372949_5	Klebsiella_A	nrps	Adult	0	1	1
SRS414269_6-004	1628	SRS414269_6	Klebsiella_A	nrps	Adult	0	1	1
SRS371565_4-001	1628	SRS371565_4	Klebsiella_A	nrps	Adult	0	1	1
dasN4_165_000G1_maxbin2.maxbin.001.fasta-c00033_N4_165_...region001	1790	dasN4_165_000G1_maxbin2.maxbin.001.fasta	Klebsiella_A	NRPS	Infant	0	1	1
dasS2_004_010G1_maxbin2.maxbin.008.fasta-c00015_JBBB010...region001	1628	dasS2_004_010G1_maxbin2.maxbin.008.fasta	Klebsiella_A	NRPS	Infant	1	1	1
dasS2_004_014G1_concoct_18-c00033_0414A01...region001	1628	dasS2_004_014G1_concoct_18	Klebsiella_A	NRPS	Infant	1	1	1
dasN5_260_024G1_abawaca.11.fasta-c00002_N5_260_...region001	1628	dasN5_260_024G1_abawaca.11.fasta	Klebsiella_A	NRPS	Infant	1	1	1
dasN5_273_055G1_maxbin2.maxbin.002.fasta-c00041_N5_273_...region001	1628	dasN5_273_055G1_maxbin2.maxbin.002.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS372990_3-005	1790	SRS372990_3	Klebsiella_A	nrps	Adult	0	1	1
SRS414231_2-003	1628	SRS414231_2	Klebsiella_A	nrps	Adult	0	1	1
dasN1_009_045G1_concoct_6-c00064_b009-d0...region001	1628	dasN1_009_045G1_concoct_6	Klebsiella_A	NRPS	Infant	0	1	1
SRS372543_3-002	1628	SRS372543_3	Klebsiella_A	nrps	Adult	0	1	1
dasN5_232_068G1_maxbin2.maxbin.005.fasta-c00032_N5_232_...region001	1628	dasN5_232_068G1_maxbin2.maxbin.005.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS372667_1-003	1628	SRS372667_1	Klebsiella_A	nrps	Adult	0	1	1
ERS473365_3-002	1790	ERS473365_3	Klebsiella_A	nrps	Adult	1	1	1
SRS1735593_3-003	1973	SRS1735593_3	Klebsiella_A	nrps	Adult	0	1	1
dasN5_233_013G1_maxbin2.maxbin.002.fasta-c00028_N5_233_...region001	1628	dasN5_233_013G1_maxbin2.maxbin.002.fasta	Klebsiella_A	NRPS	Infant	0	1	1
dasS2_018_010G1_maxbin2.maxbin.003.fasta-c00045_1810A10...region001	1628	dasS2_018_010G1_maxbin2.maxbin.003.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS373199_1-001	1628	SRS373199_1	Klebsiella_A	nrps	Adult	0	1	1
dasN1_021_000G1_abawaca.2.fasta-c00002_N1_021_...region001	1865	dasN1_021_000G1_abawaca.2.fasta	Klebsiella_A	NRPS	Infant	1	1	1
SRS414258_6-002	1628	SRS414258_6	Klebsiella_A	nrps	Adult	0	1	1
dasN5_256_000G1_concoct_26-c00027_N5_256_...region001	1628	dasN5_256_000G1_concoct_26	Klebsiella_A	NRPS	Infant	0	1	1
ERS473253_1-003	1628	ERS473253_1	Klebsiella_A	nrps	Adult	1	1	0
dasN4_166_061G1_concoct_6-c00037_N4_166_...region001	1628	dasN4_166_061G1_concoct_6	Klebsiella_A	NRPS	Infant	0	1	1
SRS372608_3-001	1628	SRS372608_3	Klebsiella_A	nrps	Adult	0	1	1
SRS371424_4-004	1628	SRS371424_4	Klebsiella_A	nrps	Adult	0	1	1
ERS608619_8-006	1916	ERS608619_8	Klebsiella_A	siderophore	Adult	0	1	1
SRS372711_2-001	1628	SRS372711_2	Klebsiella_A	nrps	Adult	0	1	1
SRS414238_4-002	1790	SRS414238_4	Klebsiella_A	nrps	Adult	0	1	1
dasS2_004_027G1_maxbin2.maxbin.004.fasta-c00027_JBBB011...region001	1628	dasS2_004_027G1_maxbin2.maxbin.004.fasta	Klebsiella_A	NRPS	Infant	0	1	1
dasN5_255_041G1_maxbin2.maxbin.002.fasta-c00007_N5_255_...region001	1628	dasN5_255_041G1_maxbin2.maxbin.002.fasta	Klebsiella_A	NRPS	Infant	1	1	1
dasN3_173_016G1_maxbin2.maxbin.004.fasta-c00040_173_005...region001	1790	dasN3_173_016G1_maxbin2.maxbin.004.fasta	Klebsiella_A	NRPS	Infant	0	1	1
SRS414136_3-003	1628	SRS414136_3	Klebsiella_A	nrps	Adult	0	1	1
dasN5_266_018G1_concoct_0-c00029_N5_266_...region001	1628	dasN5_266_018G1_concoct_0	Klebsiella_A	NRPS	Infant	0	1	1
SRS372587_4-002	1628	SRS372587_4	Klebsiella_A	nrps	Adult	0	1	1
SRS372611_2-004	1628	SRS372611_2	Klebsiella_A	nrps	Adult	0	1	1
ERS473025_1-002	1880	ERS473025_1	Klebsiella_A	nrps	Adult	0	1	1
SRS344873_2-001	1628	SRS344873_2	Klebsiella_A	nrps	Adult	1	1	1
SRS414273_3-002	1973	SRS414273_3	Klebsiella_A	nrps	Adult	1	1	1
SRS414180_2-002	1628	SRS414180_2	Klebsiella_A	nrps	Adult	0	1	1
ERS608584_49-005	1790	ERS608584_49	Klebsiella_A	nrps	Adult	0	1	1
dasN5_215_012G1_abawaca.7.fasta-c00069_N5_215_...region001	1628	dasN5_215_012G1_abawaca.7.fasta	Klebsiella_A	NRPS	Infant	0	1	1
dasN4_101_012G1_concoct_53-c00007_N4_101_...region001	1628	dasN4_101_012G1_concoct_53	Klebsiella_A	NRPS	Infant	0	1	1
SRS371466_5-001	1628	SRS371466_5	Klebsiella_A	nrps	Adult	0	1	1
dasN5_222_045G1_abawaca.6.fasta-c00001_N5_222_...region001	1628	dasN5_222_045G1_abawaca.6.fasta	Klebsiella_A	NRPS	Infant	1	1	1
dasN5_267_018G1_concoct_3-c00031_N5_267_...region001	1628	dasN5_267_018G1_concoct_3	Klebsiella_A	NRPS	Infant	0	1	1
dasN4_154_009G1_maxbin2.maxbin.001.fasta-c00005_N4_154_...region002	1628	dasN4_154_009G1_maxbin2.maxbin.001.fasta	Klebsiella_A	NRPS	Infant	1	1	1
dasN1_011_037G1_concoct_14-c00002_b011-d0...region001	2629	dasN1_011_037G1_concoct_14	Klebsiella_B	ladderane	Infant	1	1	1
SRS372671_1-006	2047	SRS372671_1	Klebsiella_B	nrps	Adult	1	1	1
SRS1735610_3-003	1912	SRS1735610_3	Klebsiella_B	nrps	Adult	1	1	0
dasN4_079_014G1_concoct_32-c00002_N4_079_...region002	2047	dasN4_079_014G1_concoct_32	Klebsiella_B	NRPS	Infant	1	1	1
SRS414199_1-006	2047	SRS414199_1	Klebsiella_B	nrps	Adult	1	1	1
SRS373112_4-007	2047	SRS373112_4	Klebsiella_B	nrps	Adult	1	1	1
dasN5_228_015G1_maxbin2.maxbin.002.fasta-c00006_N5_228_...region001	1880	dasN5_228_015G1_maxbin2.maxbin.002.fasta	Klebsiella_B	NRPS	Infant	1	1	1
SRS332215_5-001	2047	SRS332215_5	Klebsiella_B	nrps	Adult	1	1	1
SRS1735577_3-002	2047	SRS1735577_3	Klebsiella_B	nrps	Adult	1	1	1
SRS372637_4-003	1973	SRS372637_4	Klebsiella_B	nrps	Adult	1	1	1
dasN1_018_011G1_abawaca.2.fasta-c00001_b018-d0...region001	2815	dasN1_018_011G1_abawaca.2.fasta	Klebsiella_B	thiopeptide	Infant	1	1	1
dasN5_252_091G1_maxbin2.maxbin.005.fasta-c00024_N5_252_...region001	1973	dasN5_252_091G1_maxbin2.maxbin.005.fasta	Klebsiella_B	NRPS	Infant	1	1	1
SRS383480_2-007	2047	SRS383480_2	Klebsiella_B	nrps	Adult	1	1	1
SRS373020_4-006	2047	SRS373020_4	Klebsiella_B	nrps	Adult	1	1	1
dasN1_018_011G1_abawaca.2.fasta-c00001_b018-d0...region002	2047	dasN1_018_011G1_abawaca.2.fasta	Klebsiella_B	NRPS	Infant	1	1	1
ERS608537_26-003	2046	ERS608537_26	Klebsiella_B	nrps	Adult	1	1	1
dasN1_018_011G1_abawaca.2.fasta-c00007_b018-d0...region001	2521	dasN1_018_011G1_abawaca.2.fasta	Klebsiella_B	T1PKS	Infant	1	1	1
dasN5_249_039G1_concoct_11-c00044_N5_249_...region001	2046	dasN5_249_039G1_concoct_11	Klebsiella_B	NRPS-like	Infant	1	1	0
SRS1735457_8-006	2047	SRS1735457_8	Klebsiella_B	nrps	Adult	1	1	1
SRS383484_4-001	2047	SRS383484_4	Klebsiella_B	nrps	Adult	1	1	1
dasN1_018_011G1_abawaca.2.fasta-c00001_b018-d0...region003	2629	dasN1_018_011G1_abawaca.2.fasta	Klebsiella_B	ladderane	Infant	1	1	1
ERS473329_4-001	2047	ERS473329_4	Klebsiella_B	nrps	Adult	1	1	1
dasN4_079_014G1_concoct_32-c00002_N4_079_...region001	2629	dasN4_079_014G1_concoct_32	Klebsiella_B	ladderane	Infant	1	1	1
dasN5_239_080G1_concoct_14-c00007_N5_239_...region001	1973	dasN5_239_080G1_concoct_14	Klebsiella_B	NRPS	Infant	1	1	1
SRS371628_1-005	2047	SRS371628_1	Klebsiella_B	nrps	Adult	1	1	1
dasN1_011_037G1_concoct_14-c00002_b011-d0...region002	2047	dasN1_011_037G1_concoct_14	Klebsiella_B	NRPS	Infant	1	1	1
SRS371652_2-001	2047	SRS371652_2	Klebsiella_B	nrps	Adult	1	1	1
SRS372942_4-002	2047	SRS372942_4	Kluyvera	nrps	Adult	1	1	1
dasS2_008_024G1_maxbin2.maxbin.003.fasta-c00009_JBBB014...region001	1891	dasS2_008_024G1_maxbin2.maxbin.003.fasta	Kluyvera	NRPS	Infant	1	1	1
dasS2_001_027G1_maxbin2.maxbin.004.fasta-c00029_JBBB002...region001	1973	dasS2_001_027G1_maxbin2.maxbin.004.fasta	Kosakonia	NRPS	Infant	1	1	1
dasN3_176_027G1_concoct_2-c00015_176_004...region001	1973	dasN3_176_027G1_concoct_2	Kosakonia	NRPS	Infant	1	1	1
dasN4_131_015G1_maxbin2.maxbin.003.fasta-c00001_N4_131_...region001	1817	dasN4_131_015G1_maxbin2.maxbin.003.fasta	Kosakonia	NRPS	Infant	1	1	1
dasN3_175_032G1_abawaca.7.fasta-c00079_175_004...region001	1973	dasN3_175_032G1_abawaca.7.fasta	Kosakonia	NRPS	Infant	1	1	1
dasN5_254_014G1_maxbin2.maxbin.003.fasta-c00030_N5_254_...region001	1628	dasN5_254_014G1_maxbin2.maxbin.003.fasta	Kosakonia	NRPS	Infant	0	1	1
SRS290678_6-006	1968	SRS290678_6	Kosakonia	nrps	Adult	1	1	1
SRS290678_6-008	2298	SRS290678_6	Kosakonia	t1pks-nrps	Adult	1	1	1
dasN4_151_014G1_maxbin2.maxbin.002.fasta-c00004_N4_151_...region001	1891	dasN4_151_014G1_maxbin2.maxbin.002.fasta	Kosakonia	NRPS	Infant	1	1	1
SRS371510_2-007	2047	SRS371510_2	Kosakonia	nrps	Adult	1	1	1
dasN5_272_042G1_maxbin2.maxbin.001.fasta-c00003_N5_272_...region001	1865	dasN5_272_042G1_maxbin2.maxbin.001.fasta	Kosakonia	NRPS	Infant	1	1	1
dasN4_166_020G1_maxbin2.maxbin.004.fasta-c00002_N4_166_...region001	1973	dasN4_166_020G1_maxbin2.maxbin.004.fasta	Kosakonia	NRPS	Infant	1	1	1
SRS311462_6-001	2040	SRS311462_6	Kosakonia	nrps	Adult	1	1	1
dasN4_167_000G1_concoct_0-c00079_N4_167_...region001	3029	dasN4_167_000G1_concoct_0	Lactobacillus_C	NRPS	Infant	1	1	1
ERS396506_13-001	1529	ERS396506_13	Lawsonibacter	nrps	Adult	1	1	0
dasN1_004_021G1_abawaca.12.fasta-c00001_b004-d0...region001	1880	dasN1_004_021G1_abawaca.12.fasta	Leclercia	NRPS	Infant	1	1	1
dasN4_154_006G1_abawaca.8.fasta-c00004_N4_154_...region001	1880	dasN4_154_006G1_abawaca.8.fasta	Leclercia	NRPS	Infant	1	1	1
dasN4_087_009G1_concoct_6-c00052_N4_087_...region001	2045	dasN4_087_009G1_concoct_6	Leclercia	NRPS	Infant	0	1	1
dasN4_189_040G1_abawaca.40.fasta-c00105_N4_189_...region001	2045	dasN4_189_040G1_abawaca.40.fasta	Leclercia	NRPS	Infant	0	1	1
SRS344898_2-002	2045	SRS344898_2	Lelliottia	nrps	Adult	1	1	1
ERS473391_33-002	2045	ERS473391_33	Lelliottia	nrps	Adult	1	1	1
dasN4_083_020G1_concoct_29-c00001_N4_083_...region001	1865	dasN4_083_020G1_concoct_29	Lelliottia	NRPS	Infant	1	1	1
SRS414255_6-001	1865	SRS414255_6	Lelliottia	nrps	Adult	1	1	1
dasN5_260_024G1_abawaca.21.fasta-c00100_N5_260_...region001	1865	dasN5_260_024G1_abawaca.21.fasta	Lelliottia	NRPS	Infant	0	1	1
dasN5_246_014G1_maxbin2.maxbin.001.fasta-c00048_N5_246_...region001	1790	dasN5_246_014G1_maxbin2.maxbin.001.fasta	Lelliottia	NRPS	Infant	0	1	1
SRS371442_2-001	1865	SRS371442_2	Lelliottia	nrps	Adult	1	1	1
dasN5_250_022G1_abawaca.2.fasta-c00002_N5_250_...region001	2045	dasN5_250_022G1_abawaca.2.fasta	Lelliottia	NRPS	Infant	1	1	1
SRS414254_5-003	1865	SRS414254_5	Lelliottia	nrps	Adult	1	1	1
SRS371412_4-003	1865	SRS371412_4	Lelliottia	nrps	Adult	1	1	1
dasN4_189_020G1_abawaca.21.fasta-c00035_N4_189_...region001	1880	dasN4_189_020G1_abawaca.21.fasta	Lelliottia	NRPS	Infant	1	1	1
SRS372542_1-001	2045	SRS372542_1	Lelliottia	nrps	Adult	1	1	0
SRS311563_3-001	2040	SRS311563_3	Lelliottia	nrps	Adult	1	1	1
SRS372532_1-001	1865	SRS372532_1	Lelliottia	nrps	Adult	1	1	1
SRS332181_1-003	2045	SRS332181_1	Lelliottia	nrps	Adult	1	1	1
SRS344905_4-003	1865	SRS344905_4	Lelliottia	nrps	Adult	1	1	1
SRS1719484_19-001	1865	SRS1719484_19	Lelliottia	nrps	Adult	1	1	1
dasN5_232_016G1_concoct_15-c00001_N5_232_...region001	2045	dasN5_232_016G1_concoct_15	Lelliottia	NRPS	Infant	1	1	1
dasN2_039_018G1_abawaca.2.fasta-c00003_39_006_...region001	1865	dasN2_039_018G1_abawaca.2.fasta	Lelliottia	NRPS	Infant	1	1	1
dasN5_281_015G1_abawaca.5.fasta-c00038_N5_281_...region001	2045	dasN5_281_015G1_abawaca.5.fasta	Lelliottia	NRPS	Infant	0	1	1
SRS344941_5-003	1865	SRS344941_5	Lelliottia	nrps	Adult	1	1	1
SRS414285_5-002	1865	SRS414285_5	Lelliottia	nrps	Adult	1	1	1
SRS371402_5-003	1865	SRS371402_5	Lelliottia	nrps	Adult	1	1	1
SRS371581_7-001	1867	SRS371581_7	Lelliottia	nrps	Adult	1	1	1
dasN4_107_030G1_maxbin2.maxbin.001.fasta-c00001_N4_107_...region001	1865	dasN4_107_030G1_maxbin2.maxbin.001.fasta	Lelliottia	NRPS	Infant	1	1	1
SRS414183_2-002	1865	SRS414183_2	Lelliottia	nrps	Adult	1	1	1
ERS473396_9-001	1695	ERS473396_9	Lelliottia	other	Adult	1	1	0
SRS414210_5-002	1865	SRS414210_5	Lelliottia	nrps	Adult	1	1	1
SRS414169_4-001	1865	SRS414169_4	Lelliottia	nrps	Adult	1	1	1
SRS332191_1-002	2045	SRS332191_1	Lelliottia	nrps	Adult	1	1	1
dasN5_281_031G1_maxbin2.maxbin.001.fasta-c00003_N5_281_...region001	1865	dasN5_281_031G1_maxbin2.maxbin.001.fasta	Lelliottia	NRPS	Infant	1	1	1
dasN2_061_019G1_abawaca.3.fasta-c00001_61_003_...region001	1865	dasN2_061_019G1_abawaca.3.fasta	Lelliottia	NRPS	Infant	1	1	1
dasN5_274_056G1_abawaca.6.fasta-c00003_N5_274_...region001	1973	dasN5_274_056G1_abawaca.6.fasta	Metakosakonia	NRPS	Infant	0	1	1
dasN4_095_012G1_concoct_31-c00006_N4_095_...region001	1880	dasN4_095_012G1_concoct_31	Metakosakonia	NRPS	Infant	1	1	1
SRS414178_5-001	2911	SRS414178_5	Morganella	t1pks-nrps	Adult	1	0	1
dasN4_205_011G1_maxbin2.maxbin.001.fasta-c00003_N4_205_...region001	2911	dasN4_205_011G1_maxbin2.maxbin.001.fasta	Morganella	T1PKS	Infant	1	0	1
dasN5_249_042G1_maxbin2.maxbin.003.fasta-c00003_N5_249_...region001	2911	dasN5_249_042G1_maxbin2.maxbin.003.fasta	Morganella	T1PKS	Infant	1	0	1
SRS414122_5-001	2911	SRS414122_5	Morganella	t1pks-nrps	Adult	1	0	1
dasN5_224_008G1_maxbin2.maxbin.001.fasta-c00004_N5_224_...region001	2911	dasN5_224_008G1_maxbin2.maxbin.001.fasta	Morganella	T1PKS	Infant	1	0	1
dasN4_206_016G1_abawaca.6.fasta-c00004_N4_206_...region001	2911	dasN4_206_016G1_abawaca.6.fasta	Morganella	T1PKS	Infant	1	0	1
SRS372600_5-003	3029	SRS372600_5	Nissabacter	nrps	Adult	1	1	1
dasN3_173_021G1_maxbin2.maxbin.010.fasta-c00003_173_002...region001	2601	dasN3_173_021G1_maxbin2.maxbin.010.fasta	Paenibacillus_B	NRPS	Infant	1	1	0
SRS371666_4-004	2175	SRS371666_4	Pantoea	nrps	Adult	1	1	1
SRS373055_2-004	2175	SRS373055_2	Pantoea	nrps	Adult	1	1	1
dasN1_011_011G1_maxbin2.maxbin.003.fasta-c00012_b011-d0...region001	2175	dasN1_011_011G1_maxbin2.maxbin.003.fasta	Pantoea	NRPS	Infant	1	1	1
dasN2_066_009G1_abawaca.7.fasta-c00014_66_022_...region001	3038	dasN2_066_009G1_abawaca.7.fasta	Pantoea	NRPS	Infant	1	1	1
dasN5_272_005G1_maxbin2.maxbin.001.fasta-c00005_N5_272_...region001	2175	dasN5_272_005G1_maxbin2.maxbin.001.fasta	Pantoea	NRPS	Infant	1	1	1
SRS311515_1-003	3038	SRS311515_1	Pantoea	nrps	Adult	1	1	1
SRS072711_1-005	3038	SRS072711_1	Pantoea	nrps	Adult	1	1	1
SRS371567_3-003	2175	SRS371567_3	Pantoea	nrps	Adult	1	1	1
dasN2_038_000G1_maxbin2.maxbin.012.fasta-c00077_N2_038_...region001	3038	dasN2_038_000G1_maxbin2.maxbin.012.fasta	Pantoea	NRPS	Infant	1	1	1
dasN5_229_025G1_maxbin2.maxbin.001.fasta-c00026_N5_229_...region001	1973	dasN5_229_025G1_maxbin2.maxbin.001.fasta	Pantoea	NRPS	Infant	1	1	1
SRS372681_6-004	2175	SRS372681_6	Pantoea	nrps	Adult	1	1	1
SRS371891_2-004	2175	SRS371891_2	Pantoea	nrps	Adult	1	1	1
dasN4_126_000G1_maxbin2.maxbin.010.fasta-c00032_N4_126_...region001	1817	dasN4_126_000G1_maxbin2.maxbin.010.fasta	Pantoea	NRPS	Infant	1	1	1
dasS2_006_009G1_abawaca.11.fasta-c00021_JBBB012...region001	3038	dasS2_006_009G1_abawaca.11.fasta	Pantoea_B	NRPS	Infant	1	1	1
dasN4_104_013G1_concoct_8-c00039_N4_104_...region001	1880	dasN4_104_013G1_concoct_8	Pantoea_B	NRPS	Infant	1	1	1
