BGC	GCF	Type	ABC_membrane	ABC_tran	MFS_1	ABC2_membrane	MFS_3	ABC2_membrane_3	FtsX	MacB_PCD	OEP	MatE	MFS_2	MFS_4	TonB_dep_Rec	ACR_tran	
P347_49	TOMM_42	TOMM	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P347_11	NRPS_598	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P347_13	PKS_I_103	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P347_14	NRPS_494	NRPS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P347_25	PKS_I_83	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P347_27	NRPS_239	NRPS	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
P347_29	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P353_2	Lant_31	Lant	1	2	2	0	0	0	0	0	0	0	0	0	0	0	
P353_10	NRPS_0	NRPS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
P353_13	PKS_II_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P353_18	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P354_2	PKS_I_266	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P354_3	NRPS_516	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P354_4	PKS_I_143	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P354_7	NRPS_278	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P354_9	NRPS_0	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P354_12	NRPS_582	NRPS	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
P355_1	NRPS_390	NRPS	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
P355_2	NRPS_0	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P355_3	PKS_I_65	PKS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
P355_4	NRPS_567	NRPS	0	1	0	0	1	0	1	0	0	0	0	0	0	0	
P355_8	Lant_83	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P355_15	NRPS_0	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P355_18	NRPS_598	NRPS	2	4	1	0	0	0	0	0	0	0	0	0	0	0	
P355_19	PKS_I_360	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P355_20	NRPS_344	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P355_28	NRPS_12	NRPS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
P355_36	NRPS_28	NRPS	0	1	0	0	0	0	2	0	0	0	0	0	0	0	
P356_5	Lant_96	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P356_14	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P356_18	Lant_1	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P357_26	TOMM_69	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P357_3	Lant_147	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P357_4	NRPS_95	NRPS	2	4	0	0	0	0	0	0	0	0	0	0	0	0	
P357_6	NRPS_177	NRPS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
P357_9	NRPS_225	NRPS	0	3	1	0	0	0	0	0	0	0	0	0	0	0	
P357_27	TOMM_85	TOMM	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
P357_15	Lant_27	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P358_2	Lant_31	Lant	1	2	1	0	0	0	0	0	0	0	0	0	0	0	
P358_3	NRPS_516	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P358_5	PKS_II_41	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P358_6	PKS_I_0	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P358_7	NRPS_606	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P358_13	Lant_57	Lant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P358_17	PKS_I_215	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P359_1	NRPS_606	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P359_7	NRPS_259	NRPS	0	1	0	0	0	0	2	0	0	0	0	0	0	0	
P359_10	Lant_31	Lant	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
P359_11	NRPS_332	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P359_12	NRPS_102	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P359_13	TOMM_14	TOMM	0	2	2	0	0	0	0	0	0	0	0	0	0	0	
P359_18	TOMM_85	TOMM	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P362_8	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P362_12	PKS_II_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P362_13	Lant_148	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P362_20	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P362_21	PKS_I_0	PKS	0	2	2	2	0	0	0	0	0	0	0	0	0	0	
P362_24	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P362_27	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P362_29	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P362_31	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P364_3	NRPS_530	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P364_4	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P364_5	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P364_7	Lant_147	Lant	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
P364_28	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P364_19	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P364_27	PKS_II_6	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P365_73	TOMM_0	TOMM	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P365_16	NRPS_95	NRPS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P369_2	Lant_39	Lant	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
P369_3	PKS_I_33	PKS	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
P369_10	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P369_13	PKS_I_166	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P369_14	NRPS_519	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P369_15	NRPS_221	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P369_19	NRPS_311	NRPS	0	1	3	0	0	0	0	0	0	0	0	0	0	0	
P369_20	PKS_I_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P370_1	NRPS_221	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P370_2	PKS_I_166	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P370_3	NRPS_311	NRPS	0	2	3	0	0	0	0	0	0	0	0	0	0	0	
P370_7	Phos_13	Phos	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P370_9	Lant_133	Lant	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P370_12	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P370_13	NRPS_519	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P370_14	Lant_137	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P370_16	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P370_17	PKS_I_219	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P371_10	PKS_I_305	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P371_11	Phos_27	Phos	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P371_18	NRPS_403	NRPS	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
P371_21	PKS_II_9	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P371_23	PKS_I_15	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P371_27	NRPS_173	NRPS	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
P372_3	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P372_8	NRPS_122	NRPS	0	1	0	2	0	0	0	0	0	0	0	0	0	0	
P372_9	PKS_I_153	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P372_11	Lant_31	Lant	1	4	0	0	0	0	0	0	0	0	0	0	0	0	
P372_13	Lant_133	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P372_14	PKS_II_12	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P372_23	TOMM_85	TOMM	0	3	0	1	0	0	0	0	0	0	0	0	0	0	
P372_20	sidero_15	sidero	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P374_1	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P374_3	NRPS_582	NRPS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P374_9	PKS_I_90	PKS	0	1	0	2	0	0	0	0	0	0	0	0	0	0	
P374_12	Lant_31	Lant	1	2	0	0	0	0	2	1	0	0	0	0	0	0	
P374_14	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P374_21	Lant_133	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P375_3	PKS_II_6	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P375_13	TOMM_32	TOMM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P376_4	PKS_II_0	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P376_6	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P376_7	NRPS_0	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P376_8	NRPS_0	NRPS	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
P376_12	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P376_13	PKS_I_0	PKS	0	2	4	0	0	0	0	0	0	0	0	0	0	0	
P376_25	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P376_19	PKS_I_234	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P377_28	TOMM_85	TOMM	0	1	1	0	0	0	2	2	0	0	0	0	0	0	
P377_1	NRPS_467	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P377_2	PKS_I_359	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P377_5	NRPS_553	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P377_29	TOMM_69	TOMM	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P377_30	TOMM_36	TOMM	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P377_9	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P377_10	NRPS_95	NRPS	2	5	0	0	0	0	0	0	0	0	0	0	0	0	
P377_13	Lant_125	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P377_14	PKS_II_18	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P377_15	NRPS_376	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P377_16	NRPS_404	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P377_27	Phos_27	Phos	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P377_31	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P377_22	Lant_31	Lant	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
P377_24	PKS_I_324	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P377_26	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P378_1	NRPS_332	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P378_35	TOMM_69	TOMM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P378_6	NRPS_102	NRPS	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
P378_7	NRPS_259	NRPS	0	1	0	0	0	0	2	0	0	0	0	0	0	0	
P378_9	NRPS_141	NRPS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
P378_12	PKS_I_90	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P378_13	PKS_I_59	PKS	0	0	6	0	0	0	0	0	0	0	0	0	0	0	
P378_18	TOMM_14	TOMM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P378_37	TOMM_85	TOMM	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
P378_20	Lant_31	Lant	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
P378_21	NRPS_40	NRPS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P378_22	PKS_I_195	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P379_3	sidero_0	sidero	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P379_6	NRPS_309	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P380_1	sidero_15	sidero	0	2	0	0	0	0	1	1	0	0	0	0	0	0	
P380_3	NRPS_585	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P380_4	Lant_0	Lant	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P380_6	Lant_61	Lant	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P380_14	PKS_I_349	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P380_15	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P380_18	NRPS_582	NRPS	1	3	0	0	0	0	0	0	0	0	0	0	0	0	
P380_24	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P380_33	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P380_36	PKS_I_0	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P380_40	PKS_I_0	PKS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P381_3	NRPS_505	NRPS	0	1	1	0	1	0	0	0	0	0	0	0	0	0	
P381_4	PKS_I_120	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P381_20	TOMM_34	TOMM	0	2	0	0	1	0	0	0	0	0	0	0	0	0	
P381_9	NRPS_154	NRPS	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
P381_13	NRPS_189	NRPS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
P382_3	NRPS_505	NRPS	0	0	2	0	1	0	0	0	0	0	0	0	0	0	
P382_5	NRPS_189	NRPS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
P382_10	PKS_I_120	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P382_13	NRPS_154	NRPS	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
P382_19	TOMM_34	TOMM	0	2	0	0	1	0	0	0	0	0	0	0	0	0	
P387_1	NRPS_376	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P387_2	PKS_I_359	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P387_5	NRPS_553	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P387_7	NRPS_467	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P387_9	PKS_II_18	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P387_11	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P387_13	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P387_16	Lant_125	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P387_31	Phos_27	Phos	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P387_19	PKS_I_324	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P387_20	Lant_31	Lant	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
P387_32	TOMM_69	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P387_26	NRPS_170	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P387_27	sidero_57	sidero	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
P387_29	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P387_33	TOMM_36	TOMM	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P387_34	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P388_1	PKS_II_18	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P388_2	NRPS_376	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P388_3	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P388_6	Lant_31	Lant	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
P388_7	PKS_I_324	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P388_8	NRPS_170	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P388_9	NRPS_467	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P388_12	NRPS_553	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P388_17	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P388_19	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P388_22	Lant_125	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P388_31	Phos_27	Phos	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P388_32	TOMM_69	TOMM	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P388_27	PKS_I_359	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P388_28	sidero_57	sidero	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
P388_33	TOMM_36	TOMM	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P388_34	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P389_1	Phos_0	Phos	0	2	2	0	0	0	4	2	0	0	0	0	0	0	
P389_2	NRPS_0	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P389_6	PKS_I_0	PKS	0	2	0	1	0	0	0	0	0	0	0	0	0	0	
P389_7	NRPS_0	NRPS	0	1	0	1	0	0	2	0	0	0	0	0	0	0	
P389_9	Lant_105	Lant	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P389_10	NRPS_389	NRPS	0	0	1	0	2	0	0	0	0	0	0	0	0	0	
P389_14	PKS_II_0	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P389_16	NRPS_0	NRPS	0	1	1	2	0	0	0	0	0	0	0	0	0	0	
P389_20	NRPS_309	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P390_1	Phos_13	Phos	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P390_2	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P390_5	PKS_I_119	PKS	0	2	4	0	2	0	0	0	0	0	0	0	0	0	
P390_6	sidero_19	sidero	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P390_9	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P390_12	PKS_I_219	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P390_16	PKS_I_33	PKS	0	2	0	2	0	0	0	0	0	0	0	0	0	0	
P390_17	Lant_134	Lant	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P390_22	PKS_I_0	PKS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
P391_5	NRPS_95	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
P391_6	Lant_0	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P391_8	NRPS_301	NRPS	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
P391_36	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P391_10	Lant_31	Lant	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
P391_12	NRPS_0	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P391_13	Lant_147	Lant	0	1	1	1	0	0	0	0	0	0	0	0	0	0	
P391_16	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P391_24	Lant_144	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P393_1	PKS_I_359	PKS	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
P393_4	NRPS_553	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P393_6	NRPS_467	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P393_29	TOMM_36	TOMM	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
P393_8	NRPS_225	NRPS	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
P393_9	NRPS_95	NRPS	2	5	0	0	0	0	0	0	0	0	0	0	0	0	
P393_12	Lant_125	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P393_13	PKS_II_18	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P393_14	NRPS_376	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P393_30	TOMM_85	TOMM	0	1	1	0	0	0	2	2	0	0	0	0	0	0	
P393_16	Lant_146	Lant	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
P393_31	TOMM_69	TOMM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
P393_17	NRPS_164	NRPS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
P393_28	Phos_27	Phos	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
P393_20	PKS_I_324	PKS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
P393_22	NRPS_404	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
P393_25	sidero_57	sidero	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
P393_27	Lant_31	Lant	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
P393_32	TOMM_85	TOMM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
PA08_2	NRPS_435	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
PAZ_1	NRPS_435	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
PPA_3	NRPS_435	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
PseP1_7	NRPS_0	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
Psed_1	NRPS_0	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
RAM_7	NRPS_449	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
RAM_9	PKS_I_213	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RAM_11	NRPS_604	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RAM_15	NRPS_140	NRPS	0	1	0	1	0	0	2	0	0	0	0	0	0	0	
RAM_16	NRPS_351	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RAM_32	TOMM_49	TOMM	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RAM_18	PKS_I_168	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RAM_19	PKS_I_167	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RAM_21	NRPS_366	NRPS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
RAM_22	NRPS_453	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
RAM_23	NRPS_516	NRPS	2	3	0	0	0	0	0	0	0	0	0	0	0	0	
RAM_26	NRPS_601	NRPS	0	1	0	2	0	0	0	0	0	0	0	0	0	0	
RAM_27	PKS_II_43	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RAM_33	TOMM_9	TOMM	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
RAM_28	NRPS_537	NRPS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
REQ_3	NRPS_337	NRPS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
REQ_11	NRPS_187	NRPS	0	1	0	2	0	0	0	0	0	0	0	0	0	0	
RER_17	TOMM_34	TOMM	0	2	0	0	1	0	0	0	0	0	0	0	0	0	
RER_2	PKS_I_120	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RER_5	NRPS_187	NRPS	0	1	0	1	0	1	0	0	0	0	0	0	0	0	
RER_6	NRPS_505	NRPS	0	0	2	0	1	0	0	0	0	0	0	0	0	0	
RER_7	NRPS_154	NRPS	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
RER_9	NRPS_120	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RER_10	NRPS_189	NRPS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
RHA1_ro_20	NRPS_613	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RHA1_ro_17	NRPS_268	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RHA1_ro_12	NRPS_279	NRPS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
RHA1_ro_5	NRPS_231	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
RHA1_ro_4	NRPS_335	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RHA1_ro_22	NRPS_498	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RHODMAR_12	NRPS_0	NRPS	0	1	0	1	0	1	0	0	0	0	0	0	0	0	
RHOER0001_7	NRPS_154	NRPS	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
RHOER0001_11	NRPS_189	NRPS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
RHOER0001_13	PKS_I_120	PKS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RHOER0001_16	NRPS_505	NRPS	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
RMDY18_1	NRPS_205	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
ROP_8	NRPS_279	NRPS	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
ROP_12	NRPS_0	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ROP_16	NRPS_231	NRPS	2	2	0	0	0	0	0	0	0	0	0	0	0	0	
ROP_17	NRPS_337	NRPS	0	1	0	1	1	0	0	0	0	0	0	0	0	0	
ROP_18	NRPS_335	NRPS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ROTMU0001_1	NRPS_205	NRPS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
RSal33209_1	NRPS_0	NRPS	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
RSal33209_3	sidero_0	sidero	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
RVBD_6	PKS_I_344	PKS	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
RVBD_10	PKS_I_274	PKS	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
RhP14_5	NRPS_0	NRPS	1	1	0	0	1	0	0	0	0	0	0	0	0	0	
